Word Number	Frequency	Arabic	English					
26847	305	التفريق	Differentiating 					
26848	305	مجهزة	Equipped with 					
26849	305	دارلين	Darlene 					
26850	305	للتغلب	To overcome 					
26851	305	مقامرة	Gamble 					
26852	305	وأعني	And I mean 					
26853	305	بالشعر	Hair Care 					
26854	305	اخباره	 to tell him					
26855	305	سأقرأ	I will read 					
26856	305	through	through 					
26857	305	خنتني	Khantna 					
26858	305	معيشة	Living 					
26859	305	إراقة	Spilling 					
26860	305	تحتفظي	Tanfeza 					
26861	305	التقيؤ	Vomiting 					
26862	305	الانتاج	Output 					
26863	305	وأراد	Wanted 					
26864	305	الرقمي	Digital 					
26865	304	جربنا	We tried 					
26866	304	اعتقادي	I think 					
26867	304	المطالبة	Claim 					
26868	304	يصمت	 silent					
26869	304	ملونة	Colored 					
26870	304	مسؤولين	 officials					
26871	304	القائم	#NAME?					
26872	304	لتنظيم	To organize 					
26873	304	الإفصاح	Disclosure 					
26874	304	رسالته	His message 					
26875	304	دعاك	 fulling					
26876	304	وأقل	And less than 					
26877	304	تأثر	 affected					
26878	304	لجلسة	Session 					
26879	304	لخوض	To run 					
26880	304	آدامز	Adams 					
26881	304	فداء	Scapegoat 					
26882	304	المنفذ	Port 					
26883	304	ضباب	Mist 					
26884	ــ304	تـرجمـة	Translate 					
26885	304	لحمايته	To protect 					
26886	304	السودان	Sudan 					
26887	304	لأقدم	The oldest 					
26888	304	إنفجر	Explode 					
26889	304	سنستطيع	 we will be able					
26890	304	جامايكا	Jamaica 					
26891	304	سنشرب	 we drink					
26892	304	تكريم	Honoring 					
26893	304	آيرس	Aires 					
26894	304	ii	ii 					
26895	304	الرز	Rice 					
26896	304	تقرأها	Read 					
26897	304	تسريح	Demobilization 					
26898	304	إرهابيين	 terrorists					
26899	304	الإضطراب	 Trouble					
26900	304	لأشتري	To buy 					
26901	304	غوريلا	Gorilla 					
26902	304	أضن	Odhan 					
26903	ـ304	للتـو	Just 					
26904	304	أصوت	 vote					
26905	304	للعين	Eye 					
26906	304	برشلونة	Barcelona 					
26907	304	سواه	 others					
26908	304	الحاكمة	 ruling					
26909	304	سيصبحون	 will become					
26910	304	نبأ	 news					
26911	304	دارلا	Darla 					
26912	304	بزوجتك	 your wife					
26913	304	بالمبنى	Building 					
26914	304	أتلانتس	Atlantis 					
26915	304	قابلوا	 met					
26916	304	انجاب	Giving birth to 					
26917	304	كلامها	Her words 					
26918	304	منبهر	Impressed 					
26919	304	لالالا	For applicat 					
26920	304	بالسياره	 car					
26921	304	بريس	Bryce 					
26922	304	الجاكيت	 jacket					
26923	304	بالتدريب	Training 					
26924	304	سلوكي	Behavioral 					
26925	304	بالثانوية	 secondary school					
26926	303	مرفوعة	Raised 					
26927	303	بزوغ	The emergence of 					
26928	303	إستخراج	Extraction 					
26929	303	قللت	Reduce 					
26930	303	اسكتي	Shush 					
26931	303	مكونة	Composed 					
26932	303	همس	Whispered 					
26933	303	تتيح	Allow 					
26934	303	نتركك	 leave you					
26935	303	الأخوين	 brothers					
26936	303	بوعدي	 my promise					
26937	303	أتواصل	 communicate					
26938	303	استخدمتها	Used 					
26939	303	بدأته	Started 					
26940	303	كأم	CAM 					
26941	303	تدربنا	 trained					
26942	303	الغياب	Absence 					
26943	303	سيرتي	 my profile					
26944	303	أفكاره	 ideas					
26945	303	الحجري	Stone 					
26946	303	بإستعمال	Using 					
26947	303	لاخذ	To take 					
26948	303	يارفيقي	Aarafiqa 					
26949	303	لنترك	Let us leave 					
26950	303	الاسئله	 questions					
26951	303	تشابمان	Chapman 					
26952	303	أثمل	Otml 					
26953	303	المراحل	Stages 					
26954	303	الغرامي	 Grammy					
26955	303	لينكون	Lincoln 					
26956	ـ303	حـول	About 					
26957	303	الجنسين	Gender 					
26958	303	نتساءل	 wonder					
26959	303	سنغافورة	Singapore 					
26960	303	مشهورين	Famous 					
26961	303	اخرسوا	Akharsoa 					
26962	303	اطلبه	 I'm asking					
26963	303	تجمعنا	 brings us					
26964	303	أورسولا	Ursula 					
26965	303	عدسة	Lens 					
26966	303	لإنقاذي	To rescue 					
26967	303	المؤلم	Painful 					
26968	303	بالثلج	 snow					
26969	303	يوقفني	 stop me					
26970	303	فرقا	 teams					
26971	303	الأنتقام	 revenge					
26972	303	ضعوه	 placed him					
26973	303	نشرها	Published 					
26974	303	خدماتك	Services 					
26975	303	ضحيت	 sacrifice					
26976	303	للإنطلاق	The launch of 					
26977	303	لخطة	Plan 					
26978	303	يلائم	 suits					
26979	303	خدمته	Service 					
26980	303	فلورا	Flora 					
26981	303	تتذمر	Grumbles 					
26982	303	الأفيون	Opium 					
26983	303	افسد	 spoiled					
26984	303	شاشات	 screens					
26985	303	الغزل	Spinning 					
26986	303	استكشاف	Exploration 					
26987	303	لنشاهد	To see 					
26988	303	إستراتيجية	 Strategy					
26989	303	جوفري	Joffre 					
26990	303	مخاوفي	 fears					
26991	303	تمكننا	 enables us to					
26992	302	يحس	Sensing 					
26993	302	سيخسر	Lose 					
26994	302	شرفي	Honorary 					
26995	302	شاحبة	 sallow					
26996	302	لغير	Non-					
26997	302	مبلل	WET 					
26998	302	نتفهم	We understand 					
26999	302	متقن	 elaborately					
27000	302	آنج	Ang 					
27001	302	عسلنا	 our honey					
27002	302	لأريك	Eric 					
27003	302	واثنان	Two 					
27004	302	وأراهن	I bet 					
27005	302	انسحبت	Pulled out 					
27006	302	محترقة	 burnt-out					
27007	302	ماثيسون	Mathieson 					
27008	302	جاهدة	 hard					
27009	302	يودا	Yoda 					
27010	302	مضيئة	Flare 					
27011	302	بضربي	 beat me					
27012	302	رحلنا	 we left					
27013	302	وسنذهب	And we will go 					
27014	302	كالدويل	Caldwell 					
27015	302	امرنا	Hurry 					
27016	302	الشهرين	 months					
27017	302	بهجوم	Attack 					
27018	302	بعائلتك	Family 					
27019	302	فينكس	Phoenix 					
27020	302	إليكي	Aliki 					
27021	ـ302	عنـدما	When 					
27022	302	تاريخه	History 					
27023	302	ينقصني	I lack 					
27024	302	راكون	Racoon 					
27025	302	للعدو	Enemy 					
27026	302	ضيفة	 guest					
27027	302	عدائية	Hostile 					
27028	302	إتفاقنا	 our agreement					
27029	302	خطى	Footsteps 					
27030	302	وطن	Homeland 					
27031	302	وتجد	Find 					
27032	302	متطلبات	 requirements					
27033	302	الملاذ	Sanctuary 					
27034	302	مل	 ml					
27035	302	القياسية	Standard 					
27036	302	الصحيحه	Correct 					
27037	302	الغي	Canceled 					
27038	302	المثلى	Optimal 					
27039	302	بوتي	Butte 					
27040	302	الراية	Banner 					
27041	302	تعزيزات	Enhancements 					
27042	302	عبدالرحمن	Abdulrahman 					
27043	302	إهدأوا	 calm down					
27044	302	لإنجاز	To accomplish 					
27045	302	ووقت	Time 					
27046	301	مغازلة	 flirt					
27047	301	مستحضرات	Cosmetics 					
27048	301	الاقتصادية	Economic 					
27049	301	تساعدين	 help your					
27050	301	عشائك	 your dinner					
27051	301	الاعداء	 enemies					
27052	301	أبحر	Sailed 					
27053	301	اغنيه	 song					
27054	301	بياض	Whiteness 					
27055	301	تدخنين	" smoke	"					
27056	301	أستطاع	Manage 					
27057	301	أتمناه	I hope 					
27058	301	نقتحم	Nguethm 					
27059	301	بيدها	 in her hand					
27060	301	كرست	Dedicated 					
27061	301	للمره	Time 					
27062	301	للأسلحة	 weapons					
27063	301	طاقتها	 capacity					
27064	301	متفرغة	 full-time					
27065	301	تعاطف	Sympathy 					
27066	301	عرين	Den 					
27067	301	التواريخ	Dates 					
27068	301	يشبهه	Lookalike 					
27069	301	بالسفر	Travel 					
27070	301	الأمريكيه	US 					
27071	ƒ301	ظƒ	J ƒ 					
27072	301	يطرد	Expels 					
27073	301	دعوتنا	Call 					
27074	301	للبشرية	For mankind 					
27075	301	مجرفة	 shovel					
27076	301	بصفقة	 deal					
27077	301	المرساة	Anchor 					
27078	301	أليها	To 					
27079	301	المدمر	Terminator 					
27080	301	الخلط	Mixing 					
27081	301	صالحك	 favor					
27082	301	ألقينا	 Glance					
27083	301	تكافح	Struggling 					
27084	301	لتسجيل	Recording 					
27085	301	ويأخذ	It takes 					
27086	301	طردتني	Trdtna 					
27087	301	العينان	Eyes 					
27088	301	يتبعه	Followed by 					
27089	301	احذية	Shoes 					
27090	301	خفف	Tempered 					
27091	301	الصمغ	Gum 					
27092	301	الحظر	 ban					
27093	301	انتقلوا	 moved					
27094	301	والسلام	Peace 					
27095	301	يتركها	 leaves					
27096	301	الغنائية	Lyrics 					
27097	301	التباهي	Brag about 					
27098	301	المرسل	Sender 					
27099	301	وصلتي	 and Salta					
27100	301	شريان	Artery 					
27101	301	الكمين	Ambush 					
27102	301	التعافي	 recovery					
27103	301	تناقش	Discusses 					
27104	301	إزالته	Remove 					
27105	301	يمنعنا	 prevents us					
27106	301	لفكرة	The idea of ​​					
27107	301	سابقى	 I will stay					
27108	301	ياي	Yay 					
27109	300	ديلا	Della 					
27110	300	آبريل	April 					
27111	300	نهزم	 beat					
27112	300	معاشرة	Cohabitation 					
27113	300	بالطيران	 fly					
27114	300	ولائي	Loyalty 					
27115	300	فرقتك	 squad					
27116	300	سيسيل	Cecil 					
27117	300	المستعمرات	 colonies					
27118	300	ترسلي	Send me 					
27119	300	اسوكا	Asuka 					
27120	300	النائم	Sleeping 					
27121	300	هاجمنا	 attacked us					
27122	300	زيارته	Visit 					
27123	300	مكعبات	 cubes					
27124	300	تتهمني	 accuse me of					
27125	300	ستعملين	 would you do					
27126	300	شاد	Shad 					
27127	300	نخبرها	Nkhbrha 					
27128	300	سنكلير	Sinclair 					
27129	300	بتوقيت	 GMT					
27130	300	غسالة	Washer 					
27131	300	برهة	While 					
27132	300	حدوثها	They occur 					
27133	300	هلوسة	Hallucination 					
27134	300	بالفكرة	Idea 					
27135	300	يشبهني	 like me					
27136	300	الشاشات	 screens					
27137	300	اوقع	 killed					
27138	300	سكب	Poured 					
27139	300	محاميا	Lawyer 					
27140	300	غيرة	Jealousy 					
27141	ـ300	الحيـاة	Life 					
27142	300	معسكرات	 camps					
27143	300	للتكنولوجيا	Technology 					
27144	300	ألمسه	 touch it					
27145	300	إنتباهي	 my attention					
27146	300	بالإحباط	 frustrated					
27147	300	تمزحون	Tmzhon 					
27148	300	دايفيس	Davis 					
27149	300	للقراءة	Read 					
27150	300	الطفيليات	Parasites 					
27151	300	كاثوليكي	Catholic 					
27152	300	متعرية	 stripper					
27153	300	صانعة	Maker 					
27154	300	المطهر	Cleanser 					
27155	300	جوك	Jock 					
27156	300	أقفال	Locks 					
27157	300	الاستلقاء	Lie 					
27158	300	يحتاجونه	They need 					
27159	300	آس	AS 					
27160	300	يغمى	Faints 					
27161	300	يسقطون	Fall 					
27162	300	ياعزيزتى	Aaazizaty 					
27163	299	جيز	Jeez 					
27164	299	فارو	Faro 					
27165	299	لونك	Your Color 					
27166	299	النواحي	Respects 					
27167	299	محتوى	 content					
27168	299	لإنقاذه	To save him 					
27169	299	ضربتها	Hit 					
27170	299	لخارج	Out of 					
27171	299	اقتلوه	Kill 					
27172	299	تتأثر	 affected					
27173	299	سيبلي	Sibley 					
27174	299	ميلودي	Melody 					
27175	299	أتريدان	Otredan 					
27176	299	تقابلين	Tkablin 					
27177	299	جابريل	 Gabriel					
27178	299	سيجعلها	Will make them 					
27179	299	بقربك	 near you					
27180	299	تجديه	 there to serve					
27181	299	كبح	Curb 					
27182	299	إستر	Esther 					
27183	299	سانتياجو	Santiago 					
27184	299	فتشوا	 They searched					
27185	299	فاكس	Fax 					
27186	299	إختياري	Optional 					
27187	299	اشم	Name of 					
27188	299	مستذئب	Werewolf 					
27189	299	البطيخ	Melon 					
27190	299	الاعضاء	Members 					
27191	299	وحدتي	Two 					
27192	299	إنخفاض	Impairment 					
27193	299	اقناع	Convince 					
27194	299	المناسبه	Appropriate 					
27195	299	بالموقع	Site 					
27196	299	التسامح	Tolerance 					
27197	299	بوقاحة	Shamelessly 					
27198	299	ماكمانوس	MacManus 					
27199	299	العاصفه	 storm					
27200	299	مجراها	 course					
27201	299	نعطيها	 give it					
27202	299	لهيئة	Body 					
27203	299	بقيتكم	Bakatkm 					
27204	299	لتفتيش	Inspection 					
27205	299	انجيل	Angel 					
27206	299	بارده	 cool					
27207	299	البدائية	Primitive 					
27208	299	بشؤونك	Bhaonk 					
27209	299	وأفكر	And I think about 					
27210	299	التجديد	Renewal 					
27211	299	أفتحه	 I open					
27212	299	كلفة	The cost of 					
27213	299	تصرفاته	His actions 					
27214	299	لايمكنهم	They can not 					
27215	299	ونشاهد	We see 					
27216	299	أخرجهم	 brought them out					
27217	299	جوال	Mobile 					
27218	299	الدخيل	 intruder					
27219	299	ينسحب	Withdraws 					
27220	299	مايهم	 Mayhem					
27221	299	الدسم	Fat 					
27222	299	زاندر	Xander 					
27223	299	ثمانيه	Eight 					
27224	299	تقال	Spoken 					
27225	298	نركض	We run 					
27226	298	ديلين	Dillen 					
27227	298	مقززة	Unappetising 					
27228	298	أنشأت	Established 					
27229	298	مخزي	Confound 					
27230	ـ298	تبـدو	 looks					
27231	ـ298	عـام	General 					
27232	298	بالتواصل	Communion 					
27233	298	مرتاحا	 comfortable					
27234	298	الدعاء	 pray					
27235	298	تعاملنا	We treat 					
27236	298	أمنيتي	My wish 					
27237	298	للمخابرات	Intelligence 					
27238	298	المهد	Nativity 					
27239	298	أقفلت	 closed					
27240	298	مبتهج	Elated 					
27241	298	أخدع	Fool 					
27242	298	هادسون	Hudson 					
27243	298	بوضعه	Cum 					
27244	298	أجسادنا	Our bodies 					
27245	298	سيرج	Serge 					
27246	298	كلمتان	Two words 					
27247	298	إضربه	Adharbh 					
27248	298	المعاقين	Disabled 					
27249	298	دوغي	Dugi 					
27250	298	شرائه	Buy 					
27251	298	استدعى	Called 					
27252	298	يوحنا	John 					
27253	298	تتشاجر	Quarreling 					
27254	298	تأبه	Care about 					
